node_id,C,H,O,N,S,Cl,exp_mass,DBE,AImod,NOSC,O_C,H_C,N/C,S/C,Cl/C,DBE-O,DBE/C
432.151581,18,27,11,1,0,0,432.151581,6,-0.043478261,-0.111111111,0.611111111,1.5,0.055555556,0,0,-5,0.333333333
286.021551,11,13,4,1,2,0,286.021551,6,0.166666667,0.181818182,0.363636364,1.181818182,0.090909091,0.181818182,0,2,0.545454545
279.008419,11,8,5,2,1,0,279.008419,9,0.636363636,0.909090909,0.454545455,0.727272727,0.181818182,0.090909091,0,4,0.818181818
416.077755,15,19,9,3,1,0,416.077755,8,-0.076923077,0.666666667,0.6,1.266666667,0.2,0.066666667,0,-1,0.533333333
513.144775,23,30,11,0,1,0,513.144775,9,0.151515152,-0.260869565,0.47826087,1.304347826,0,0.043478261,0,-2,0.391304348
280.094188,12,15,5,3,0,0,280.094188,7,0.230769231,0.333333333,0.416666667,1.25,0.25,0,0,2,0.583333333
274.047446,12,9,5,3,0,0,274.047446,10,0.692307692,0.833333333,0.416666667,0.75,0.25,0,0,5,0.833333333
278.114772,13,17,4,3,0,0,278.114772,7,0.25,0,0.307692308,1.307692308,0.230769231,0,0,3,0.538461538
320.161917,16,23,4,3,0,0,320.161917,7,0.181818182,-0.375,0.25,1.4375,0.1875,0,0,3,0.4375
327.099181,17,16,5,2,0,0,327.099181,11,0.52,0,0.294117647,0.941176471,0.117647059,0,0,6,0.647058824
357.113159,15,22,6,2,1,0,357.113159,6,0,-0.133333333,0.4,1.466666667,0.133333333,0.066666667,0,0,0.4
405.113197,19,22,6,2,1,0,405.113197,10,0.307692308,-0.105263158,0.315789474,1.157894737,0.105263158,0.052631579,0,4,0.526315789
245.139749,12,22,5,0,0,0,245.139749,2,-0.052631579,-1,0.416666667,1.833333333,0,0,0,-3,0.166666667
325.060255,11,18,9,0,1,0,325.060255,3,-0.454545455,0.181818182,0.818181818,1.636363636,0,0.090909091,0,-6,0.272727273
395.138569,16,28,9,0,1,0,395.138569,3,-0.238095238,-0.5,0.5625,1.75,0,0.0625,0,-6,0.1875
393.101625,19,22,7,0,1,0,393.101625,9,0.310344828,-0.315789474,0.368421053,1.157894737,0,0.052631579,0,2,0.473684211
244.082027,10,15,6,1,0,0,244.082027,4,0,0,0.6,1.5,0.1,0,0,-2,0.4
261.112198,10,19,2,4,0,1,261.112198,3,-0.4,-0.3,0.2,1.9,0.4,0,0.1,1,0.3
321.029079,11,14,9,0,1,0,321.029079,5,-0.090909091,0.545454545,0.818181818,1.272727273,0,0.090909091,0,-4,0.454545455
227.028056,12,8,1,2,1,0,227.028056,10,0.764705882,0.166666667,0.083333333,0.666666667,0.166666667,0.083333333,0,9,0.833333333
338.099903,14,17,7,3,0,0,338.099903,8,0.2,0.428571429,0.5,1.214285714,0.214285714,0,0,1,0.571428571
339.102149,15,20,5,2,1,0,339.102149,7,0.157894737,-0.133333333,0.333333333,1.333333333,0.133333333,0.066666667,0,2,0.466666667
378.123135,15,25,8,1,1,0,378.123135,4,-0.222222222,-0.266666667,0.533333333,1.666666667,0.066666667,0.066666667,0,-4,0.266666667
376.115555,17,19,7,3,0,0,376.115555,10,0.333333333,0.235294118,0.411764706,1.117647059,0.176470588,0,0,3,0.588235294
381.112518,17,22,6,2,1,0,381.112518,8,0.181818182,-0.117647059,0.352941176,1.294117647,0.117647059,0.058823529,0,2,0.470588235
348.156622,17,23,5,3,0,0,348.156622,8,0.217391304,-0.235294118,0.294117647,1.352941176,0.176470588,0,0,3,0.470588235
420.150293,17,27,11,1,0,0,420.150293,5,-0.142857143,-0.117647059,0.647058824,1.588235294,0.058823529,0,0,-6,0.294117647
381.098698,21,18,7,0,0,0,381.098698,13,0.542857143,-0.19047619,0.333333333,0.857142857,0,0,0,6,0.619047619
501.271981,25,42,10,0,0,0,501.271981,5,0,-0.88,0.4,1.68,0,0,0,-5,0.2
551.250826,28,40,11,0,0,0,551.250826,9,0.155555556,-0.642857143,0.392857143,1.428571429,0,0,0,-2,0.321428571
245.01271,9,10,6,0,1,0,245.01271,5,0.2,0.444444444,0.666666667,1.111111111,0,0.111111111,0,-1,0.555555556
288.072623,11,15,8,1,0,0,288.072623,5,0,0.363636364,0.727272727,1.363636364,0.090909091,0,0,-3,0.454545455
328.05817,15,11,6,3,0,0,328.05817,12,0.666666667,0.666666667,0.4,0.733333333,0.2,0,0,6,0.8
412.100349,16,19,10,3,0,0,412.100349,9,0.125,0.625,0.625,1.1875,0.1875,0,0,-1,0.5625
407.07402,17,16,10,2,0,0,407.07402,11,0.4,0.588235294,0.588235294,0.941176471,0.117647059,0,0,1,0.647058824
366.041038,14,13,7,3,1,0,366.041038,10,0.384615385,0.857142857,0.5,0.928571429,0.214285714,0.071428571,0,3,0.714285714
384.051192,14,15,8,3,1,0,384.051192,9,0.166666667,0.857142857,0.571428571,1.071428571,0.214285714,0.071428571,0,1,0.642857143
404.056251,17,15,7,3,1,0,404.056251,12,0.473684211,0.588235294,0.411764706,0.882352941,0.176470588,0.058823529,0,5,0.705882353
482.113844,21,25,10,1,1,0,482.113844,10,0.214285714,0,0.476190476,1.19047619,0.047619048,0.047619048,0,0,0.476190476
291.072684,11,16,9,0,0,0,291.072684,4,-0.076923077,0.181818182,0.818181818,1.454545455,0,0,0,-5,0.363636364
307.103803,12,20,9,0,0,0,307.103803,3,-0.2,-0.166666667,0.75,1.666666667,0,0,0,-6,0.25
503.160614,22,32,11,0,1,0,503.160614,7,0.032258065,-0.363636364,0.5,1.454545455,0,0.045454545,0,-4,0.318181818
223.072681,10,12,4,2,0,0,223.072681,6,0.333333333,0.2,0.4,1.2,0.2,0,0,2,0.6
225.088267,10,14,4,2,0,0,225.088267,5,0.166666667,0,0.4,1.4,0.2,0,0,1,0.5
