source,target
414.120268,399.15692
429.131089,399.15692
447.141668,399.15692
443.146699,399.15692
441.203914,399.15692
416.183494,401.17263
435.178151,401.17263
441.203914,401.17263
430.162695,401.17263
421.114409,341.157611
357.134808,341.157611
375.145261,341.157611
403.188206,384.193634
432.17836,384.193634
382.177956,384.193634
356.162312,384.193634
342.146629,384.193634
445.19877,403.188206
448.173329,403.188206
377.172533,403.188206
419.183104,403.188206
451.172905,403.188206
412.235037,399.203299
441.250259,399.203299
380.208714,399.203299
393.137852,407.153547
421.132731,407.153547
395.153512,407.153547
372.193322,402.203907
436.2094,402.203907
374.19781,402.203907
469.129675,482.161416
376.213657,360.218723
362.197945,360.218723
404.208542,360.218723
427.143637,440.175299
454.199309,472.165404
440.193288,472.165404
442.118416,472.165404
408.203506,472.165404
378.229096,423.214234
435.214262,423.214234
405.20359,423.214234
442.208827,423.214234
464.204466,423.214234
383.182918,423.214234
395.182911,423.214234
423.177822,423.214234
424.198277,423.214234
450.18889,451.2205
436.234634,378.229096
338.197778,378.229096
390.229077,378.229096
369.228777,378.229096
350.197769,378.229096
348.182075,378.229096
377.1975,378.229096
397.22373,378.229096
364.213313,394.223941
365.233799,394.223941
353.233788,394.223941
352.176958,394.223941
395.207941,394.223941
385.223653,394.223941
383.244549,349.239054
321.207753,349.239054
363.21829,349.239054
397.22373,349.239054
382.224456,412.235037
426.21442,428.230072
325.202306,367.249356
401.200594,415.216342
399.239534,401.255243
407.171608,379.16549
425.171792,381.182015
448.144041,463.154934
433.107979,463.154934
447.177761,463.154934
371.18684,370.202855
400.213438,370.202855
386.197751,370.202855
328.15585,370.202855
418.187534,370.202855
450.18889,480.199521
422.19406,480.199521
430.224444,372.218943
379.188161,419.219447
389.172454,419.219447
434.182775,419.219447
404.208542,419.219447
444.214581,435.214262
406.224208,435.214262
433.198545,435.214262
449.193488,435.214262
436.198267,435.214262
407.208135,435.214262
469.18404,467.204859
423.275837,383.244549
395.244516,383.244549
425.255174,383.244549
397.22373,383.244549
399.254771,359.223485
371.223509,359.223485
377.234065,359.223485
401.234052,359.223485
333.207832,359.223485
404.208542,359.223485
407.208135,359.223485
403.213328,359.223485
470.203685,486.198577
444.188003,486.198577
442.208827,486.198577
428.193116,486.198577
456.187927,486.198577
456.151539,486.198577
468.187998,486.198577
509.149769,537.181044
379.249553,361.238973
391.249596,361.238973
390.229077,361.238973
395.244516,361.238973
393.228724,361.238973
406.224208,424.234806
468.224652,424.234806
454.209037,424.234806
439.1981,424.234806
391.249596,379.249553
379.213169,379.249553
381.228735,379.249553
393.228724,379.249553
371.190327,411.221582
419.30173,417.286065
429.286084,417.286065
431.265284,417.286065
396.145839,437.136061
489.10762,437.136061
411.120366,437.136061
452.146981,437.136061
436.104495,437.136061
363.179893,365.159094
363.143422,365.159094
367.138317,365.159094
379.138292,365.159094
369.135024,397.166328
423.182009,397.166328
427.140526,397.166328
395.150645,397.166328
371.15058,397.166328
399.181979,397.166328
412.177242,397.166328
341.1399,383.186915
454.199309,426.204448
460.165456,426.204448
428.183605,426.204448
474.189145,426.204448
492.134343,494.150006
450.160163,494.150006
508.12923,494.150006
443.183014,444.214581
460.209502,444.214581
404.183249,444.214581
444.178192,444.214581
458.193768,444.214581
430.188047,416.172333
496.129123,416.172333
463.144047,464.175687
455.175425,464.175687
452.193599,450.17794
462.177958,450.17794
420.20372,450.17794
416.17246,450.17794
417.192162,402.228853
461.149433,501.180708
471.133696,501.180708
347.223219,373.238874
405.228703,373.238874
496.219838,484.219831
498.235525,484.219831
466.20927,484.219831
432.240007,420.240045
448.234988,420.240045
422.219259,420.240045
450.214275,420.240045
380.208714,420.240045
494.240097,436.234634
436.198267,436.234634
363.21829,391.249596
470.203685,470.240052
417.249936,475.255475
443.266004,427.27112
441.286778,427.27112
485.276602,427.27112
459.260926,427.27112
441.250259,443.266004
441.286778,443.266004
485.276602,443.266004
457.281659,443.266004
459.260926,443.266004
431.265284,429.286084
429.24964,429.286084
473.14615,455.135574
457.15129,455.135574
443.135623,455.135574
500.120682,455.135574
470.149413,436.18839
470.193851,436.18839
349.127457,379.174495
395.150645,395.187003
409.166213,395.187003
381.171341,395.187003
471.214595,457.198884
489.188688,457.198884
505.183575,457.198884
456.167301,457.198884
383.169296,381.190077
426.193121,412.213952
502.220376,474.225508
446.194239,474.225508
474.189145,474.225508
416.2451,414.229444
432.240007,414.229444
448.234988,414.229444
384.182478,414.229444
428.208605,414.229444
416.2451,461.230189
480.224762,461.230189
502.220376,461.230189
496.219838,477.225288
475.209596,477.225288
447.21467,477.225288
477.188844,477.225288
455.26593,441.250259
471.297238,441.250259
441.213845,441.250259
399.254771,385.239075
415.24965,385.239075
417.211191,385.239075
399.218282,385.239075
345.20773,385.239075
419.244554,385.239075
498.235525,496.219838
524.21475,496.219838
487.219491,496.219838
466.20927,496.219838
432.240007,416.2451
457.191154,515.196605
487.165333,515.196605
499.219367,515.196605
432.240007,387.254899
403.249769,387.254899
401.234052,387.254899
462.25041,450.250402
452.22965,450.250402
421.260293,450.250402
435.239544,450.250402
469.244995,450.250402
498.235525,466.245693
426.21442,466.245693
437.255604,466.245693
466.20927,466.245693
485.221878,405.265088
365.233799,405.265088
463.270624,405.265088
405.228703,405.265088
483.206186,485.221878
459.260926,503.250769
515.25077,503.250769
465.286447,423.275837
395.244516,423.275837
481.281375,423.275837
455.26593,441.286778
485.276602,441.286778
457.281659,441.286778
463.161352,472.161649
529.220127,471.214595
430.224444,471.214595
456.178321,486.225293
371.18684,413.233805
413.19737,413.233805
415.213017,413.233805
472.235123,428.245282
486.250791,428.245282
430.224444,428.245282
497.312977,455.26593
495.297274,455.26593
457.281659,455.26593
415.24965,399.254771
371.223509,399.254771
502.281735,462.25041
444.239807,462.25041
460.234757,462.25041
494.240097,478.245156
478.208769,478.245156
448.198204,478.245156
435.239544,435.275932
513.198797,498.235525
470.219326,468.203611
483.166948,468.203611
426.156631,468.203611
428.172271,468.203611
442.187931,468.203611
454.187785,488.193299
486.214054,488.193299
486.177554,488.193299
458.182746,488.193299
502.17251,488.193299
503.156607,488.193299
500.193275,488.193299
536.178029,488.193299
471.239403,427.249593
399.218282,427.249593
472.271144,458.255474
500.266107,458.255474
444.239807,458.255474
417.265227,458.255474
445.22377,458.255474
467.266037,469.281786
441.250471,469.281786
463.270624,429.265115
472.271144,460.271101
502.281735,460.271101
520.256292,476.266446
506.240652,476.266446
536.251006,508.256087
480.224762,508.256087
482.240407,508.256087
479.265938,508.256087
527.250718,508.256087
407.244954,447.276281
481.281375,526.266498
481.281375,529.266078
529.229674,529.266078
523.291911,465.286447
497.276224,465.286447
425.255174,465.286447
481.281375,465.286447
527.287389,515.28739
484.198825,496.198809
469.187873,467.208658
487.17314,529.220127
516.224656,500.229725
500.266107,500.229725
474.213994,500.229725
486.214054,500.229725
458.182746,500.229725
500.193275,500.229725
530.203814,516.224656
486.214054,516.224656
518.240859,534.235759
535.219754,534.235759
516.260855,502.245153
509.240578,518.240859
527.250718,536.251006
486.250791,472.235123
488.230008,472.235123
490.245746,472.235123
506.240652,472.235123
443.245039,472.235123
430.188172,472.235123
502.281735,472.271144
444.239807,472.271144
479.265938,488.266193
503.229458,488.266193
519.297389,461.291866
543.282562,513.308354
535.255414,516.260855
457.296908,471.276143
441.229187,471.276143
445.26064,486.250791
488.230008,486.250791
520.256292,486.250791
460.234757,502.281735
471.297238,497.312977
